FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_TIME,CONT_DATE,CONT_TIME,FIRE_SIZE,LATITUDE,LONGITUDE
WHISKEY,2005,2453642.5,1010,2453643.5,1200,5,39.76361111,-121.1505556
CREEK,2005,2453602.5,600,2453602.5,715,0.1,39.25666667,-122.9463889
PINE-1,2005,2453611.5,1540,2453611.5,1600,0.5,39.30333333,-123.0922222
FIELDS,2005,2453647.5,1209,2453647.5,1700,0.1,39.55666667,-121.1908333
MIDDLE2,2005,2453611.5,1650,2453611.5,1745,1,39.31055556,-123.0727778
BAR,2005,2453646.5,1600,2453647.5,1145,0.5,39.78027778,-121.4091667
CLOVER,2005,2453629.5,1435,2453631.5,1800,775,39.16972222,-122.8872222
BEVINS,2005,2453640.5,900,2453640.5,1500,0.4,39.34944444,-122.9161111
BACHLOR,2005,2453639.5,1900,2453639.5,2300,0.4,39.22888889,-122.9697222
CROCKER,2005,2453640.5,800,2453642.5,1200,0.1,39.54194444,-123.0847222
BOOTH,2005,2453640.5,900,2453640.5,1630,0.1,39.48527778,-122.9847222
CROSSING,2005,2453640.5,900,2453640.5,2200,0.2,39.48916667,-122.9961111
RICE,2005,2453641.5,1530,2453642.5,1230,0.1,39.39444444,-122.9425
FULTON,2005,2453585.5,1658,2453585.5,2030,1.5,35.73111111,-118.655
MACE,2005,2453589.5,1455,2453591.5,1800,191,35.39055556,-118.3855556
HOOPER,2005,2453596.5,2306,2453596.5,2320,0.1,35.58805556,-118.5163889
COOK,2005,2453597.5,1021,2453597.5,1130,0.1,35.71611111,-118.5458333
BASKET,2005,2453597.5,1043,2453597.5,1430,0.1,35.65833333,-118.6494444
CHINA,2005,2453597.5,600,2453597.5,1930,0.1,35.52666667,-118.6958333
BRECK,2005,2453580.5,1845,2453580.5,2200,72,35.39111111,-118.8133333
RADIO,2005,2453639.5,1800,2453640.5,1500,0.1,35.45472222,-118.605
BROWN,2005,2453640.5,1200,2453640.5,1900,0.25,35.65194444,-118.5719444
DRY,2005,2453640.5,1600,2453640.5,1800,0.5,35.57,-118.3438889
EVERGREEN,2005,2453581.5,1253,2453581.5,1301,0.01,37.815,-119.875
TROUT,2005,2453587.5,1630,2453587.5,1700,0.1,36.20972222,-118.4033333
GAP,2005,2453590.5,300,2453590.5,1500,0.1,36.3625,-118.565
ACKERSON,2005,2453585.5,1344,2453585.5,1545,0.6,37.82638889,-119.8675
DASHIELL,2005,2453640.5,930,2453640.5,1505,0.5,39.41333333,-123.0383333
LANDING,2005,2453634.5,1500,2453634.5,1700,0.5,36.19833333,-118.7241667
CAMP,2005,2453647.5,830,2453647.5,1700,0.25,36.20583333,-118.6588889
DIAMOND,2005,2453616.5,1248,2453616.5,1406,0.01,37.86027778,-119.8702778
WHEEL,2005,2453622.5,837,2453622.5,1130,0.5,37.83611111,-119.9930556
TROUT,2005,2453640.5,1230,2453640.5,1900,0.25,39.53805556,-122.885
ROCKY,2005,2453628.5,1715,2453628.5,2200,30,40.33416667,-121.6175
COUGAR,2005,2453587.5,1730,2453607.5,1800,104,41.72277778,-120.6855556
BSFMU5,2005,2453587.5,1910,2453593.5,1230,0.1,41.69694444,-120.7366667
DOG,2005,2453582.5,936,2453582.5,950,0.1,41.90666667,-123.8552778
DRY,2005,2453582.5,1049,2453582.5,1101,0.1,41.74305556,-123.8775
GRIFFIN 3,2005,2453587.5,1159,2453587.5,1230,0.1,41.86222222,-123.8708333
SAND,2005,2453589.5,1130,2453589.5,1145,0.1,41.74416667,-123.98
REDWOOD,2005,2453589.5,1215,2453589.5,1230,0.1,41.70055556,-123.9308333
JONES,2005,2453590.5,1024,2453590.5,1630,0.2,41.70638889,-123.8752778
SANHEDRIN,2005,2453573.5,1400,2453573.5,1430,0.01,39.64972222,-122.7330556
CONVERSE,2005,2453630.5,1250,2453631.5,1200,87,37.77888889,-120.1555556
LYONS,2005,2453634.5,630,2453634.5,1800,0.2,38.11722222,-120.1516667
TUBES,2005,2453640.5,914,2453641.5,1800,0.2,38.10194444,-120.1683333
GRIFFON 4,2005,2453592.5,1430,2453592.5,1445,0.1,41.86111111,-123.8708333
GRIFFON 5,2005,2453596.5,935,2453596.5,950,0.1,41.86194444,-123.8722222
CAMPERSHELL,2005,2453640.5,1000,2453640.5,1730,0.1,38.11722222,-120.1844444
GRANT,2005,2453641.5,1200,2453641.5,1900,0.1,38.09861111,-120.2916667
BOWMAN,2005,2453625.5,1000,2453625.5,1130,0.1,39.61972222,-122.7013889
PLASKETT,2005,2453631.5,700,2453631.5,1030,0.1,39.72583333,-122.8663889
MRYTLE 2,2005,2453596.5,1135,2453596.5,1145,0.1,41.80416667,-124.0597222
HAYDEN,2005,2453598.5,1250,2453598.5,1315,0.1,41.71305556,-123.9002778
KIRKWOOD,2005,2453565.5,2205,2453565.5,2359,0.1,38.70027778,-120.0680556
HAZEL,2005,2453625.5,1130,2453625.5,1300,0.1,38.7625,-120.4913889
SILVER,2005,2453615.5,730,2453615.5,810,0.1,38.765,-120.5269444
BARNEY,2005,2453617.5,1515,2453617.5,1841,0.25,38.56,-120.52
BLOOMER,2005,2453603.5,1210,2453603.5,1305,0.1,41.30722222,-123.3744444
FOX,2005,2453603.5,1315,2453603.5,1325,0.1,41.70111111,-123.8958333
BRANNAN,2005,2453611.5,1406,2453611.5,2000,0.75,40.95388889,-123.6594444
ALLI,2005,2453552.5,1820,2453552.5,1828,0.1,40.8775,-123.5241667
SCOUT,2005,2453613.5,520,2453613.5,630,0.5,40.31611111,-123.3852778
M-1,2005,2453639.5,2050,2453639.5,2130,0.1,39.38472222,-122.9838889
SHELLY 2,2005,2453614.5,1339,2453614.5,1345,0.1,41.88444444,-123.8536111
LOGAN,2005,2453639.5,2310,2453639.5,2345,0.1,39.38583333,-122.9833333
PLANTATION,2005,2453640.5,845,2453640.5,1500,0.5,39.34666667,-122.9716667
MRYTLE 3,2005,2453616.5,2300,2453616.5,2359,0.1,41.80416667,-124.0586111
SALMON,2005,2453623.5,56,2453623.5,225,0.1,41.37694444,-123.4877778
BRANHAMS,2005,2453627.5,2030,2453627.5,2238,0.1,40.4825,-123.5791667
PINE2,2005,2453640.5,1530,2453640.5,1840,0.1,39.39555556,-123.0113889
BOARDMAN,2005,2453640.5,1045,2453640.5,1520,0.1,39.4875,-122.9288889
SODA,2005,2453639.5,1930,2453639.5,2320,0.25,39.415,-122.9713889
GO,2005,2453630.5,1930,2453630.5,2102,0.1,41.33527778,-123.5547222
SUZY,2005,2453633.5,521,2453633.5,1041,0.1,40.87888889,-123.5372222
FALLS,2005,2453633.5,639,2453633.5,832,0.2,40.85416667,-123.4863889
THATCHER,2005,2453649.5,830,2453649.5,1700,0.3,39.65777778,-123.0169444
BLANDS,2005,2453663.5,1415,2453663.5,2000,4,39.98083333,-123.1041667
STATION,2005,2453618.5,2000,2453618.5,2020,0.1,34.16611111,-117.7683333
MEADOW,2005,2453597.5,1700,2453597.5,2030,0.1,40.04194444,-120.2275
WATTS,2005,2453638.5,830,2453638.5,1100,0.1,40.25305556,-123.4847222
CABIN,2005,2453629.5,512,2453629.5,1600,0.1,34.54472222,-119.8144444
CAMINO 4,2005,2453636.5,830,2453636.5,832,0.1,39.70472222,-120.4572222
FLORES,2005,2453635.5,1557,2453635.5,1740,0.1,34.48472222,-119.6794444
MIDDLE,2005,2453633.5,1702,2453634.5,1930,0.1,34.78416667,-119.1233333
SCHMIDELL,2005,2453599.5,1230,2453615.5,1800,0.1,38.935,-120.2111111
ALOHA,2005,2453597.5,1759,2453614.5,1800,0.1,38.85166667,-120.1197222
HAYPRESS,2005,2453603.5,1610,2453614.5,1800,0.25,38.85361111,-120.1116667
MORRISON,2005,2453668.5,1505,2453668.5,1620,0.1,38.69472222,-119.7933333
BIG HORN,2005,2453620.5,1130,2453620.5,1626,0.1,37.79222222,-118.9777778
CREEK,2005,2453428.5,1430,2453428.5,1500,0.1,41.83,-123.385
CAL TRAN,2005,2453445.5,1558,2453445.5,1705,0.1,41.67916667,-122.075
BLUE,2005,2453482.5,1400,2453482.5,1435,0.01,41.78722222,-123.0466667
JEROME,2005,2453516.5,2100,2453516.5,2359,0.2,41.7025,-121.9894444
WALKER,2005,2453518.5,331,2453518.5,530,0.1,41.82333333,-122.9772222
BUTTERCUP,2005,2453518.5,930,2453518.5,1200,0.1,41.88305556,-122.9030556
SUNSHINE,2005,2453518.5,800,2453518.5,1200,0.1,41.90416667,-122.8905556
BULL,2005,2453518.5,1200,2453519.5,1205,0.5,41.24194444,-122.1833333
WILLOW,2005,2453518.5,1545,2453519.5,1730,0.3,41.8,-122.2677778
SOMES,2005,2453616.5,830,2453616.5,1400,0.4,41.39444444,-123.4897222
DEBRIS,2005,2453637.5,1900,2453637.5,1921,0.1,41.37444444,-123.4547222
BURN,2005,2453665.5,1155,2453665.5,1353,0.1,41.6825,-123.9
RIDGES,2005,2453633.5,600,2453633.5,1100,0.2,34.34611111,-117.8980556
BASIN,2005,2453596.5,1440,2453596.5,1610,0.1,37.98472222,-120.1844444
DEADFISH,2005,2453589.5,1415,2453589.5,1430,0.1,38.11444444,-120.1583333
ABANDON,2005,2453582.5,1500,2453582.5,1530,0.01,38.09861111,-120.0227778
LOG,2005,2453613.5,1913,2453613.5,2000,0.01,38.06111111,-120.1736111
MUDD,2005,2453636.5,1439,2453636.5,2100,32,37.37861111,-118.6044444
ELIZABETH,2005,2453614.5,1141,2453614.5,1250,0.1,38.05694444,-120.2444444
PARTY,2005,2453637.5,1130,2453637.5,1215,0.01,38.05444444,-120.2425
COYOTE,2005,2453622.5,930,2453622.5,1710,0.25,41.04,-120.7827778
ROAD,2005,2453640.5,738,2453641.5,900,0.1,38.15944444,-120.2069444
WILLOW,2005,2453620.5,1505,2453620.5,1602,0.25,41.9225,-120.3177778
TIMBER,2005,2453629.5,1352,2453629.5,1615,0.1,41.62333333,-121.2244444
LONGBELL,2005,2453629.5,1615,2453629.5,1813,0.2,41.46694444,-121.4008333
MAGEE,2005,2453641.5,1315,2453641.5,1700,45,33.39972222,-117.0363889
TRAIL,2005,2453656.5,1100,2453656.5,1115,0.1,33.29972222,-116.8969444
BUG,2005,2453629.5,1340,2453629.5,1644,0.1,41.62111111,-121.2161111
COYOTE 2,2005,2453630.5,1245,2453630.5,1630,0.1,41.18611111,-120.2877778
ECHO,2005,2453644.5,1330,2453644.5,1340,0.1,41.62888889,-121.5152778
MIDDLE,2005,2453640.5,730,2453640.5,1800,0.1,38.19194444,-120.2283333
HONDA,2005,2453375.5,1045,2453375.5,1235,0.1,34.52638889,-118.3866667
ROCK,2005,2453594.5,1641,2453594.5,1711,0.1,38.18972222,-120.3491667
CABIN,2005,2453429.5,1136,2453429.5,1215,0.1,34.56027778,-118.405
CHICKEN SPRINGS,2005,2453591.5,1000,2453591.5,1259,0.1,40.985,-120.7680556
WATERHEATER,2005,2453429.5,1331,2453429.5,1335,0.1,34.56027778,-118.405
TRASH,2005,2453456.5,1130,2453456.5,1210,1,34.25805556,-118.1055556
MYSTERY,2005,2453471.5,2141,2453471.5,2218,0.1,34.46916667,-118.4325
EMMA,2005,2453475.5,1517,2453475.5,1545,0.1,34.50527778,-118.0308333
DIAZ,2005,2453622.5,110,2453623.5,1411,3,41.02888889,-120.7508333
FISHER,2005,2453491.5,1230,2453491.5,1300,0.1,34.59472222,-118.7125
WHITTAKERS,2005,2453634.5,1223,2453635.5,1800,0.1,38.36777778,-120.0058333
ESCONDIDO,2005,2453503.5,1435,2453503.5,1505,0.1,34.5,-118.2583333
SUV,2005,2453505.5,1626,2453505.5,1715,1,34.50194444,-118.2544444
STRIP,2005,2453506.5,1438,2453506.5,1455,0.1,34.475,-118.3041667
HIGHWAY,2005,2453510.5,1055,2453510.5,1130,0.5,34.38666667,-117.5725
MEADOW,2005,2453634.5,1225,2453636.5,1800,0.1,38.38361111,-120.0227778
FREEWAY,2005,2453511.5,1225,2453511.5,1253,2,34.49138889,-118.2833333
496,2005,2453670.5,1615,2453670.5,1730,0.1,41.01444444,-120.8233333
GOLDEN,2005,2453511.5,1316,2453511.5,1345,4,34.39166667,-118.4777778
AGUA,2005,2453511.5,1205,2453511.5,1230,3,34.46388889,-118.3402778
SILVER,2005,2453511.5,1512,2453511.5,1530,0.1,34.43388889,-118.4202778
SENTRA,2005,2453515.5,1206,2453515.5,1225,0.1,34.35833333,-118.5052778
HILLCREST,2005,2453517.5,935,2453517.5,1025,1,34.47416667,-118.6338889
317,2005,2453600.5,354,2453600.5,450,0.1,41.83444444,-121.3077778
FOREST,2005,2453520.5,1358,2453520.5,1430,0.2,34.48583333,-118.1208333
TOYOTA,2005,2453525.5,1022,2453525.5,1055,0.1,34.60555556,-118.7125
COPPER,2005,2453525.5,1237,2453525.5,1320,1.5,34.48055556,-118.5333333
CENTER,2005,2453525.5,1219,2453525.5,1224,1,34.48611111,-118.1569444
NORTH COAST,2005,2453676.5,630,2453676.5,1001,0.1,36.06527778,-121.4855556
BAKER,2005,2453525.5,1559,2453525.5,1625,0.5,34.45416667,-118.4166667
FIELD,2005,2453528.5,1655,2453528.5,1735,0.2,34.46527778,-118.4083333
REHAB,2005,2453534.5,2103,2453534.5,2145,1,34.44805556,-118.2
DESERT,2005,2453535.5,48,2453535.5,200,0.1,34.38472222,-117.6094444
AIRPORT,2005,2453540.5,1324,2453540.5,1345,0.1,34.50444444,-118.3166667
MINI,2005,2453542.5,1442,2453542.5,1445,0.1,34.49222222,-118.1919444
BOX,2005,2453542.5,1618,2453542.5,1800,2,34.54194444,-118.6594444
DULCE,2005,2453542.5,1710,2453542.5,1735,0.1,34.46388889,-118.3305556
SPOT,2005,2453542.5,1923,2453542.5,1940,0.1,34.50805556,-118.6288889
OAK,2005,2453546.5,1335,2453546.5,1930,125,34.47472222,-118.7094444
MUNZ,2005,2453548.5,1338,2453548.5,2130,800,34.68305556,-118.3888889
WISCONSIN,2005,2453550.5,1241,2453550.5,1305,0.1,34.48611111,-118.2138889
VASQUEZ,2005,2453551.5,749,2453551.5,810,0.1,34.4925,-118.2163889
BANIS,2005,2453551.5,1221,2453551.5,1240,0.1,34.49694444,-118.3541667
SIERRA,2005,2453552.5,1226,2453552.5,1236,0.1,34.40555556,-118.4597222
AVALANCHE,2005,2453552.5,2319,2453552.5,2330,0.1,34.51166667,-118.3427778
SMOKEY,2005,2453553.5,555,2453553.5,635,0.25,34.70444444,-118.7941667
HACIENDA,2005,2453554.5,945,2453554.5,948,0.1,34.61388889,-118.2347222
MOONDUST,2005,2453555.5,2155,2453555.5,2205,0.1,34.47861111,-118.5194444
ARRASTRE,2005,2453556.5,1309,2453556.5,1330,0.1,34.44638889,-118.2
CHERRY,2005,2453556.5,1322,2453556.5,1350,0.7,34.62972222,-118.7252778
BEAR,2005,2453557.5,1216,2453557.5,1315,5,34.67777778,-118.7777778
SASTRE,2005,2453557.5,1619,2453557.5,1635,0.1,34.46861111,-118.1369444
DAFFODIL,2005,2453518.5,1211,2453518.5,1705,0.1,41.97638889,-122.8530556
SODA,2005,2453518.5,1200,2453518.5,2000,0.1,41.96194444,-122.8052778
LUPINE,2005,2453518.5,1330,2453519.5,1345,0.1,41.82888889,-122.7269444
LA HONDA,2005,2453519.5,1015,2453519.5,1600,2.5,41.64361111,-121.88
GRIDER,2005,2453524.5,1400,2453525.5,1800,0.25,41.70972222,-123.2188889
CADE,2005,2453532.5,1400,2453532.5,1639,1,41.81416667,-123.3583333
STORE,2005,2453648.5,1240,2453648.5,1427,0.5,40.26944444,-123.3180556
RUTH 2,2005,2453665.5,1328,2453665.5,1800,0.75,40.26972222,-123.3183333
SAWDUST,2005,2453537.5,700,2453537.5,917,0.1,41.83527778,-123.1861111
DOBBYN,2005,2453666.5,1445,2453666.5,1456,0.1,40.27055556,-123.5175
BILL BERRY,2005,2453543.5,1815,2453545.5,1105,1.5,41.74416667,-123.0236111
GODDE,2005,2453557.5,1745,2453557.5,1900,5,34.61305556,-118.2352778
DRY,2005,2453546.5,1115,2453546.5,1245,0.1,41.62527778,-121.9944444
BRAKE,2005,2453561.5,1551,2453561.5,1700,2,34.55638889,-118.6727778
QUAIL,2005,2453561.5,1853,2453561.5,1930,4,34.78333333,-118.6252778
CALL,2005,2453562.5,1123,2453562.5,1140,0.25,34.58083333,-118.7044444
WHITAKER,2005,2453564.5,1131,2453564.5,1140,0.2,34.59055556,-118.7108333
DUSTY,2005,2453564.5,1502,2453564.5,1520,0.1,34.52083333,-118.2530556
VISTA,2005,2453567.5,1830,2453567.5,1925,5,34.66138889,-118.7569444
HARBART,2005,2453569.5,1444,2453569.5,1540,3,34.48916667,-118.2861111
HASLEY,2005,2453571.5,1201,2453571.5,1230,0.1,34.47944444,-118.6883333
DODGE,2005,2453571.5,1231,2453571.5,1245,0.1,34.45,-118.3513889
VALLEY,2005,2453573.5,1307,2453573.5,1325,0.5,34.39361111,-118.4686111
BEAR #2,2005,2453634.5,900,2453634.5,1800,0.1,38.58333333,-120.2116667
DEVIL,2005,2453644.5,1035,2453644.5,1238,0.3,38.94444444,-120.5711111
BLUE,2005,2453546.5,1400,2453547.5,1400,0.1,41.57222222,-121.9802778
GOOSE,2005,2453546.5,900,2453546.5,1310,0.1,41.73055556,-122.1877778
BUTTE,2005,2453551.5,1430,2453552.5,1430,0.2,41.89444444,-122.2297222
PANTHER,2005,2453554.5,1500,2453555.5,1100,1,41.78611111,-122.2536111
IDLEWILD,2005,2453574.5,1620,2453574.5,2200,1,41.33166667,-123.1083333
SOUTH,2005,2453659.5,2030,2453660.5,1030,0.1,33.33416667,-116.9313889
WINGATE,2005,2453579.5,700,2453579.5,1235,0.5,41.73194444,-123.4358333
EDEN,2005,2453579.5,1451,2453579.5,2000,0.5,41.27583333,-122.8733333
JUANITA,2005,2453614.5,900,2453614.5,940,0.1,41.81055556,-122.1277778
LUCKY,2005,2453580.5,1530,2453580.5,2300,0.25,41.94777778,-122.2205556
LINDO,2005,2453653.5,1401,2453653.5,1420,0.1,33.34972222,-117.0122222
A,2005,2453580.5,1945,2453581.5,30,0.25,41.18611111,-123.2497222
WILDCAT,2005,2453580.5,1830,2453581.5,1400,0.1,41.26916667,-122.9008333
BOLIVAR,2005,2453581.5,1800,2453582.5,1800,0.75,41.27888889,-122.8063889
EB,2005,2453581.5,1845,2453582.5,2130,0.2,41.2675,-122.8075
HARDING,2005,2453606.5,1458,2453622.5,1300,2270,39.61222222,-120.3516667
CISCO,2005,2453601.5,28,2453601.5,243,0.5,39.31888889,-120.5519444
POORMAN,2005,2453634.5,1553,2453635.5,1700,2.1,39.35111111,-120.8019444
RAISINET,2005,2453593.5,800,2453593.5,945,0.01,39.39916667,-121.0708333
CHALET,2005,2453644.5,1810,2453644.5,1853,0.1,39.16722222,-120.2336111
COMMISSION,2005,2453624.5,1557,2453625.5,1800,0.1,39.55694444,-120.7772222
EAST,2005,2453563.5,1400,2453563.5,1534,0.1,39.50833333,-120.3097222
SATTLEY,2005,2453588.5,1845,2453588.5,1936,0.1,39.61861111,-120.4230556
DOWNEY,2005,2453621.5,1200,2453621.5,1500,0.1,39.39527778,-120.5958333
POOR,2005,2453616.5,900,2453616.5,1700,0.5,39.385,-120.7505556
BEAR #3,2005,2453634.5,700,2453634.5,1100,0.1,38.54166667,-120.2716667
SOUTH,2005,2453619.5,1600,2453619.5,1700,0.1,39.33472222,-120.5688889
GREEN,2005,2453665.5,2200,2453667.5,1000,2,39.43555556,-120.1188889
BOCA,2005,2453670.5,1442,2453670.5,1545,0.1,39.70527778,-120.1330556
TANGLE,2005,2453652.5,1000,2453652.5,1115,0.1,38.54555556,-120.195
LONG GULCH,2005,2453668.5,920,2453668.5,1130,0.1,37.83944444,-120.1352778
JAWBONE,2005,2453640.5,635,2453640.5,1502,0.1,37.99,-119.9680556
CHIP,2005,2453680.5,1058,2453680.5,1127,0.1,39.96472222,-120.9
WOODS,2005,2453634.5,959,2453634.5,1224,0.1,37.97194444,-119.9372222
MCKINNEY,2005,2453581.5,1745,2453581.5,1900,0.1,41.76166667,-122.8683333
CECIL,2005,2453581.5,1930,2453582.5,900,0.25,41.08694444,-123.1316667
COMPRESSOR,2005,2453581.5,2045,2453582.5,100,0.1,41.25277778,-123.0916667
CORNER,2005,2453634.5,717,2453634.5,1150,0.1,37.71916667,-119.8361111
LONG GULCH,2005,2453582.5,1300,2453582.5,1825,0.1,41.1875,-122.9330556
BLUE JAY,2005,2453591.5,1740,2453592.5,1200,0.25,41.21638889,-122.8663889
ROCK,2005,2453596.5,1330,2453596.5,1930,0.1,41.2525,-122.745
CEDAR,2005,2453596.5,1745,2453597.5,1630,0.1,41.86888889,-123.6191667
ROBISON,2005,2453597.5,1905,2453598.5,1330,1.5,41.73,-121.8141667
ANTELOPE,2005,2453597.5,1930,2453597.5,2230,0.1,41.695,-122.8558333
SAWMILL,2005,2453634.5,1111,2453634.5,1230,0.1,37.84,-119.9275
VASQUEZ1,2005,2453574.5,1016,2453574.5,1200,20,34.47361111,-118.4591667
LARGO,2005,2453578.5,745,2453578.5,810,0.1,34.66444444,-118.7597222
LAGO,2005,2453580.5,1341,2453580.5,1450,2.5,34.63861111,-118.7455556
TABLE,2005,2453588.5,1630,2453588.5,2000,0.1,34.39833333,-117.6922222
RANCH,2005,2453659.5,1020,2453659.5,1300,0.5,35.97388889,-118.5438889
ALIMONY,2005,2453589.5,1447,2453589.5,1530,0.1,34.48027778,-118.0066667
DAWSON,2005,2453589.5,1500,2453590.5,1601,0.25,34.37222222,-117.8052778
SAND,2005,2453670.5,930,2453676.5,1300,0.1,35.88444444,-118.5822222
DEL,2005,2453590.5,1030,2453590.5,1110,2.5,34.6375,-118.7444444
GRAVEL,2005,2453592.5,1805,2453592.5,1808,0.1,34.3625,-118.3902778
NELSON,2005,2453597.5,1349,2453597.5,1500,0.1,34.41583333,-118.2997222
GROVE,2005,2453673.5,1300,2453674.5,2000,0.75,36.21472222,-118.6594444
PRINCESSA,2005,2453600.5,1611,2453600.5,1625,0.1,34.40333333,-118.4513889
PARKER,2005,2453673.5,1425,2453675.5,950,0.25,36.21472222,-118.6205556
SAND,2005,2453603.5,1124,2453603.5,1140,0.1,34.42583333,-118.4088889
CRYSTAL,2005,2453629.5,1510,2453629.5,1755,0.1,41.4925,-121.3425
PYRAMID,2005,2453604.5,1316,2453604.5,1415,1,34.68777778,-118.7855556
BUCK,2005,2453673.5,1500,2453674.5,1635,0.5,35.96083333,-118.6702778
LESINA,2005,2453611.5,936,2453611.5,938,0.1,34.66194444,-118.4005556
PARKING,2005,2453611.5,1858,2453611.5,1926,0.1,34.75722222,-118.7952778
HOLLENBECK,2005,2453630.5,800,2453630.5,1230,0.1,41.48166667,-121.305
RIG,2005,2453612.5,1541,2453612.5,1605,0.1,34.72166667,-118.7977778
BEAVER CREEK,2005,2453682.5,1430,2453682.5,1800,0.1,39.52916667,-120.0044444
LOOP,2005,2453653.5,1140,2453653.5,1142,0.1,33.33305556,-116.9636111
FISHY,2005,2453582.5,1946,2453583.5,1200,0.5,41.89055556,-122.8366667
PRAIRIE,2005,2453598.5,1200,2453599.5,1700,0.25,41.71388889,-121.8241667
ALAMOS,2005,2453617.5,1541,2453617.5,1700,15,34.7025,-118.8019444
STAGING,2005,2453620.5,901,2453620.5,1115,0.1,34.52638889,-118.3833333
TEXAS,2005,2453624.5,854,2453624.5,856,0.1,34.52611111,-118.3861111
JOHNSON,2005,2453641.5,1405,2453641.5,1700,80,34.64444444,-118.3363889
DRILL,2005,2453641.5,1849,2453641.5,2015,0.3,34.50111111,-118.3308333
CROWN,2005,2453645.5,1851,2453645.5,2000,0.1,34.4525,-118.2008333
LOOKOUT,2005,2453606.5,1630,2453606.5,2200,1,41.66,-123.0902778
DOGGETT,2005,2453613.5,1000,2453613.5,1045,0.1,41.86833333,-122.9411111
CARIBOU LAKE,2005,2453616.5,200,2453617.5,300,0.5,41.02166667,-122.98
BIG BLUE,2005,2453617.5,1130,2453617.5,1700,0.25,41.34138889,-122.985
DONOMORE,2005,2453622.5,800,2453622.5,1430,0.1,41.93694444,-122.8219444
TRAPPER,2005,2453622.5,813,2453622.5,1900,0.1,42,-122.8863889
LONG,2005,2453622.5,730,2453623.5,1148,0.1,41.18361111,-122.9402778
CREEK #2,2005,2453635.5,1000,2453635.5,1225,0.1,41.79444444,-123.3686111
VEHICLE,2005,2453627.5,1135,2453627.5,1230,0.1,41.93194444,-123.0305556
WILLIAMS,2005,2453657.5,1520,2453657.5,1701,0.25,41.79277778,-123.3352778
KELSEY,2005,2453633.5,1615,2453633.5,1635,0.5,41.65,-123.1852778
HOUSTON,2005,2453663.5,1600,2453663.5,1725,0.1,41.38444444,-122.6011111
GRIDER 2,2005,2453665.5,1700,2453665.5,1715,0.5,41.65055556,-123.2011111
TROY,2005,2453575.5,1451,2453576.5,1400,0.1,36.07111111,-118.1997222
SMITH,2005,2453590.5,940,2453590.5,1200,0.1,36.11611111,-118.2255556
CAR,2005,2453575.5,1610,2453576.5,1200,0.1,36.11138889,-118.1691667
NORTH,2005,2453575.5,1611,2453638.5,1400,22,36.01805556,-118.405
FINGER,2005,2453575.5,1451,2453581.5,1530,0.1,36.1025,-118.2069444
YUCCA,2005,2453626.5,1455,2453626.5,1530,0.25,32.68555556,-116.5133333
POSEY,2005,2453582.5,1530,2453582.5,1615,0.5,34.63222222,-118.7269444
DAISY,2005,2453637.5,2245,2453638.5,1200,1.2,32.71,-116.6658333
VALYERMO,2005,2453588.5,1730,2453588.5,1855,0.1,34.4625,-117.8597222
LOWRIDGE,2005,2453592.5,1959,2453592.5,2020,0.1,34.47416667,-118.5416667
MONTE,2005,2453641.5,2200,2453642.5,1200,1,32.91638889,-116.8144444
BUCKMAN,2005,2453645.5,1300,2453645.5,1330,0.2,32.68027778,-116.4888889
CAMP,2005,2453647.5,700,2453647.5,830,0.1,32.84666667,-116.5588889
SKYE,2005,2453649.5,2012,2453653.5,1800,230,32.805,-116.6572222
MATTRESS,2005,2453613.5,1506,2453613.5,1516,0.1,34.59833333,-118.7108333
VISTA,2005,2453651.5,910,2453651.5,930,0.1,32.83805556,-116.6661111
FISHERMAN,2005,2453622.5,1140,2453622.5,1155,0.1,34.48194444,-118.03
RIDGE,2005,2453640.5,1531,2453640.5,1545,0.1,34.57861111,-118.6702778
MCVICKER,2005,2453527.5,1205,2453541.5,1300,1,33.60305556,-117.2969444
MCALMOND,2005,2453593.5,1703,2453593.5,2100,3,32.67166667,-116.6441667
SPICE,2005,2453656.5,1510,2453656.5,1900,28.2,32.68138889,-116.7077778
FOOTHILL,2005,2453673.5,215,2453673.5,900,0.2,32.8325,-116.5244444
DIVIDE,2005,2453659.5,1215,2453659.5,1305,1,33.32166667,-116.7177778
GRANDVIEW,2005,2453679.5,1210,2453679.5,1300,0.1,33.01638889,-116.6133333
TRADE,2005,2453688.5,1625,2453688.5,1655,0.1,32.84583333,-116.6163889
ECLIPSE,2005,2453581.5,1430,2453581.5,1500,0.1,33.62583333,-117.4261111
VAN,2005,2453387.5,1315,2453387.5,1531,0.1,34.28805556,-118.1766667
TUJUNGA,2005,2453424.5,2015,2453424.5,2200,1,34.29277778,-118.2311111
SILVERADO,2005,2453440.5,900,2453440.5,1030,0.1,34.2975,-118.2444444
MERCEDES,2005,2453513.5,1736,2453513.5,1810,0.1,34.23861111,-118.3058333
ROSENITA,2005,2453519.5,1315,2453519.5,1330,0.1,34.35,-118.0083333
FLAT,2005,2453547.5,1858,2453547.5,1945,0.1,34.30333333,-118.2597222
SET,2005,2453557.5,215,2453557.5,245,1,34.28444444,-118.2208333
EIGHT,2005,2453475.5,655,2453475.5,720,0.1,32.81361111,-116.5169444
CHARLIE,2005,2453683.5,1600,2453683.5,1830,0.01,39.73916667,-122.8372222
